"CustomerID","Recency","Frequency","Monetary","R_score","F_score","M_score","RFM_Score","Segment"
15900,23,1,351.11,5,1,3,"513",Recent but One-Time
16024,12,1,251.24,5,1,3,"513",Recent but One-Time
16025,29,1,439.66,5,1,3,"513",Recent but One-Time
16204,23,1,405.71,5,1,3,"513",Recent but One-Time
16207,25,1,394.38,5,1,3,"513",Recent but One-Time
16343,16,2,370.48,5,1,3,"513",Recent but One-Time
16366,18,1,327.3,5,1,3,"513",Recent but One-Time
16368,28,2,497.43,5,1,3,"513",Recent but One-Time
16423,24,1,346.12,5,1,3,"513",Recent but One-Time
16479,10,2,300.83,5,1,3,"513",Recent but One-Time
16504,25,1,484.38,5,1,3,"513",Recent but One-Time
16903,29,1,373.24,5,1,3,"513",Recent but One-Time
16936,25,1,262.68,5,1,3,"513",Recent but One-Time
16956,17,1,308.74,5,1,3,"513",Recent but One-Time
17011,30,1,270.9,5,1,3,"513",Recent but One-Time
17052,28,1,413.75,5,1,3,"513",Recent but One-Time
17232,14,2,421.52,5,1,3,"513",Recent but One-Time
17237,22,2,314.69,5,1,3,"513",Recent but One-Time
17247,15,1,282.19,5,1,3,"513",Recent but One-Time
17254,15,2,272.44,5,1,3,"513",Recent but One-Time
17357,24,2,388.14,5,1,3,"513",Recent but One-Time
17379,11,1,404.66,5,1,3,"513",Recent but One-Time
17385,14,1,261.11,5,1,3,"513",Recent but One-Time
17458,15,1,316.5,5,1,3,"513",Recent but One-Time
17510,24,1,308.48,5,1,3,"513",Recent but One-Time
17636,19,1,285.56,5,1,3,"513",Recent but One-Time
17767,15,1,271.2,5,1,3,"513",Recent but One-Time
17793,25,1,323.04,5,1,3,"513",Recent but One-Time
17835,23,3,350.64,5,1,3,"513",Recent but One-Time
17896,23,1,256.32,5,1,3,"513",Recent but One-Time
17911,9,1,366.23,5,1,3,"513",Recent but One-Time
17914,3,1,336.43,5,1,3,"513",Recent but One-Time
17936,5,1,389.84,5,1,3,"513",Recent but One-Time
17977,29,1,288.14,5,1,3,"513",Recent but One-Time
18006,23,1,444.68,5,1,3,"513",Recent but One-Time
18034,21,2,422.88,5,1,3,"513",Recent but One-Time
18117,25,1,320.72,5,1,3,"513",Recent but One-Time
18181,24,1,382.8,5,1,3,"513",Recent but One-Time
12367,4,1,168.9,5,1,2,"512",Recent but One-Time
12442,3,1,172.06,5,1,2,"512",Recent but One-Time
12445,22,1,133.4,5,1,2,"512",Recent but One-Time
12531,14,1,125.22,5,1,2,"512",Recent but One-Time
12586,17,1,196.94,5,1,2,"512",Recent but One-Time
12587,7,1,144.0,5,1,2,"512",Recent but One-Time
12618,21,1,177.31,5,1,2,"512",Recent but One-Time
12660,11,1,245.1,5,1,2,"512",Recent but One-Time
12702,19,1,219.0,5,1,2,"512",Recent but One-Time
12893,30,1,188.14,5,1,2,"512",Recent but One-Time
12920,17,1,164.23,5,1,2,"512",Recent but One-Time
12938,25,1,114.14,5,1,2,"512",Recent but One-Time
12966,9,1,160.18,5,1,2,"512",Recent but One-Time
13017,7,1,204.0,5,1,2,"512",Recent but One-Time
13146,26,1,228.91,5,1,2,"512",Recent but One-Time
13170,26,1,116.01,5,1,2,"512",Recent but One-Time
13188,11,1,114.6,5,1,2,"512",Recent but One-Time
13322,17,1,199.48,5,1,2,"512",Recent but One-Time
13349,10,1,247.32,5,1,2,"512",Recent but One-Time
13428,10,1,218.47,5,1,2,"512",Recent but One-Time
13436,1,1,196.89,5,1,2,"512",Recent but One-Time
13522,30,1,125.8,5,1,2,"512",Recent but One-Time
13560,7,1,174.37,5,1,2,"512",Recent but One-Time
13603,26,1,164.34,5,1,2,"512",Recent but One-Time
13638,15,1,122.64,5,1,2,"512",Recent but One-Time
13739,18,1,216.9,5,1,2,"512",Recent but One-Time
13828,22,1,209.49,5,1,2,"512",Recent but One-Time
13926,23,1,223.85,5,1,2,"512",Recent but One-Time
14052,19,1,225.36,5,1,2,"512",Recent but One-Time
14087,2,1,194.42,5,1,2,"512",Recent but One-Time
14204,2,1,161.03,5,1,2,"512",Recent but One-Time
14349,10,1,133.5,5,1,2,"512",Recent but One-Time
14354,30,2,163.62,5,1,2,"512",Recent but One-Time
14362,22,1,161.2,5,1,2,"512",Recent but One-Time
14385,23,3,202.11,5,1,2,"512",Recent but One-Time
14494,25,1,139.56,5,1,2,"512",Recent but One-Time
14569,1,1,227.39,5,1,2,"512",Recent but One-Time
14578,3,1,168.63,5,1,2,"512",Recent but One-Time
14581,16,1,138.6,5,1,2,"512",Recent but One-Time
14601,10,1,213.96,5,1,2,"512",Recent but One-Time
14641,21,1,110.46,5,1,2,"512",Recent but One-Time
14661,26,1,107.95,5,1,2,"512",Recent but One-Time
14666,24,1,195.25,5,1,2,"512",Recent but One-Time
14714,24,1,160.19,5,1,2,"512",Recent but One-Time
14789,28,1,197.64,5,1,2,"512",Recent but One-Time
14793,21,1,228.99,5,1,2,"512",Recent but One-Time
14836,30,3,102.45,5,1,2,"512",Recent but One-Time
14860,19,1,170.32,5,1,2,"512",Recent but One-Time
14946,14,1,100.9,5,1,2,"512",Recent but One-Time
14966,14,1,191.32,5,1,2,"512",Recent but One-Time
14968,30,1,147.59,5,1,2,"512",Recent but One-Time
15097,4,1,248.08,5,1,2,"512",Recent but One-Time
15168,25,1,106.56,5,1,2,"512",Recent but One-Time
15419,24,1,135.86,5,1,2,"512",Recent but One-Time
15432,23,1,171.19,5,1,2,"512",Recent but One-Time
15435,22,1,149.29,5,1,2,"512",Recent but One-Time
15458,25,1,161.64,5,1,2,"512",Recent but One-Time
15463,29,1,126.14,5,1,2,"512",Recent but One-Time
15540,11,1,213.3,5,1,2,"512",Recent but One-Time
15567,18,1,186.01,5,1,2,"512",Recent but One-Time
15634,17,1,243.55,5,1,2,"512",Recent but One-Time
15692,28,1,191.04,5,1,2,"512",Recent but One-Time
15758,24,1,205.25,5,1,2,"512",Recent but One-Time
15783,10,1,246.3,5,1,2,"512",Recent but One-Time
15790,10,1,220.85,5,1,2,"512",Recent but One-Time
15904,8,1,164.68,5,1,2,"512",Recent but One-Time
15986,30,1,168.12,5,1,2,"512",Recent but One-Time
15988,19,1,158.03,5,1,2,"512",Recent but One-Time
16406,18,1,163.07,5,1,2,"512",Recent but One-Time
16433,28,1,184.26,5,1,2,"512",Recent but One-Time
16482,15,1,220.62,5,1,2,"512",Recent but One-Time
16516,30,1,101.7,5,1,2,"512",Recent but One-Time
16528,3,1,244.41,5,1,2,"512",Recent but One-Time
16569,3,1,124.2,5,1,2,"512",Recent but One-Time
16666,19,1,118.98,5,1,2,"512",Recent but One-Time
16720,26,1,155.24,5,1,2,"512",Recent but One-Time
16784,19,1,107.6,5,1,2,"512",Recent but One-Time
16988,5,1,126.12,5,1,2,"512",Recent but One-Time
17010,18,1,195.36,5,1,2,"512",Recent but One-Time
17038,30,1,112.4,5,1,2,"512",Recent but One-Time
17153,24,1,213.78,5,1,2,"512",Recent but One-Time
17253,18,1,178.26,5,1,2,"512",Recent but One-Time
17286,21,1,153.92,5,1,2,"512",Recent but One-Time
17297,17,1,131.78,5,1,2,"512",Recent but One-Time
17301,21,1,197.63,5,1,2,"512",Recent but One-Time
17359,11,1,127.86,5,1,2,"512",Recent but One-Time
17383,4,1,199.29,5,1,2,"512",Recent but One-Time
17468,14,2,137.0,5,1,2,"512",Recent but One-Time
17561,19,1,167.62,5,1,2,"512",Recent but One-Time
17600,17,1,161.67,5,1,2,"512",Recent but One-Time
17650,21,1,166.08,5,1,2,"512",Recent but One-Time
17680,23,1,184.4,5,1,2,"512",Recent but One-Time
17772,10,2,182.77,5,1,2,"512",Recent but One-Time
17791,29,1,106.1,5,1,2,"512",Recent but One-Time
17852,11,2,114.34,5,1,2,"512",Recent but One-Time
17885,12,1,190.19,5,1,2,"512",Recent but One-Time
17901,29,1,110.38,5,1,2,"512",Recent but One-Time
17904,21,1,191.67,5,1,2,"512",Recent but One-Time
18014,28,1,166.42,5,1,2,"512",Recent but One-Time
18015,4,1,120.03,5,1,2,"512",Recent but One-Time
18058,9,1,170.16,5,1,2,"512",Recent but One-Time
18110,19,1,236.3,5,1,2,"512",Recent but One-Time
18174,7,1,104.0,5,1,2,"512",Recent but One-Time
18209,28,1,139.1,5,1,2,"512",Recent but One-Time
18274,30,1,175.92,5,1,2,"512",Recent but One-Time
12659,29,1,91.68,5,1,1,"511",Recent but One-Time
12984,18,1,97.5,5,1,1,"511",Recent but One-Time
13160,22,1,91.8,5,1,1,"511",Recent but One-Time
13256,14,1,0.0,5,1,1,"511",Recent but One-Time
13403,17,1,75.0,5,1,1,"511",Recent but One-Time
13832,19,1,52.2,5,1,1,"511",Recent but One-Time
13992,30,1,76.8,5,1,1,"511",Recent but One-Time
14219,4,1,89.94,5,1,1,"511",Recent but One-Time
14300,18,1,43.2,5,1,1,"511",Recent but One-Time
14785,15,2,77.4,5,1,1,"511",Recent but One-Time
15428,15,1,93.78,5,1,1,"511",Recent but One-Time
15657,22,1,30.0,5,1,1,"511",Recent but One-Time
15992,3,1,41.99,5,1,1,"511",Recent but One-Time
16597,4,1,90.04,5,1,1,"511",Recent but One-Time
16789,8,1,80.8,5,1,1,"511",Recent but One-Time
16856,14,1,35.4,5,1,1,"511",Recent but One-Time
16953,30,1,20.8,5,1,1,"511",Recent but One-Time
17538,25,1,98.42,5,1,1,"511",Recent but One-Time
17942,7,1,77.5,5,1,1,"511",Recent but One-Time
18084,16,1,90.48,5,1,1,"511",Recent but One-Time
18184,15,1,49.8,5,1,1,"511",Recent but One-Time
18249,17,1,95.34,5,1,1,"511",Recent but One-Time
12357,33,1,6207.67,4,1,5,"415",Recent but One-Time
12371,59,2,1887.96,4,1,5,"415",Recent but One-Time
12398,45,1,1635.66,4,1,5,"415",Recent but One-Time
12446,57,1,1002.31,4,1,5,"415",Recent but One-Time
12454,56,1,3528.34,4,1,5,"415",Recent but One-Time
12536,59,3,12601.83,4,1,5,"415",Recent but One-Time
12572,51,2,1020.42,4,1,5,"415",Recent but One-Time
12607,60,1,1579.51,4,1,5,"415",Recent but One-Time
12611,52,1,1193.32,4,1,5,"415",Recent but One-Time
12630,43,2,1270.88,4,1,5,"415",Recent but One-Time
12646,49,2,1346.97,4,1,5,"415",Recent but One-Time
12882,33,2,1463.04,4,1,5,"415",Recent but One-Time
12912,40,5,1662.3,4,1,5,"415",Recent but One-Time
13447,35,3,1129.14,4,1,5,"415",Recent but One-Time
13467,36,2,1083.71,4,1,5,"415",Recent but One-Time
13471,47,4,2531.58,4,1,5,"415",Recent but One-Time
13685,60,7,3119.44,4,1,5,"415",Recent but One-Time
13810,56,3,1499.01,4,1,5,"415",Recent but One-Time
13853,57,1,1090.14,4,1,5,"415",Recent but One-Time
13868,38,2,3192.54,4,1,5,"415",Recent but One-Time
13878,54,1,1281.53,4,1,5,"415",Recent but One-Time
14102,44,5,1360.28,4,1,5,"415",Recent but One-Time
14121,59,4,2780.15,4,1,5,"415",Recent but One-Time
14216,37,4,1839.3,4,1,5,"415",Recent but One-Time
14251,57,5,2879.7,4,1,5,"415",Recent but One-Time
14547,54,8,4007.54,4,1,5,"415",Recent but One-Time
14554,52,4,2381.04,4,1,5,"415",Recent but One-Time
14698,51,5,1250.76,4,1,5,"415",Recent but One-Time
14856,56,3,1311.38,4,1,5,"415",Recent but One-Time
14971,43,3,1116.57,4,1,5,"415",Recent but One-Time
15113,54,3,3609.33,4,1,5,"415",Recent but One-Time
15427,47,3,1483.14,4,1,5,"415",Recent but One-Time
15444,40,2,1418.26,4,1,5,"415",Recent but One-Time
15473,60,7,1771.2,4,1,5,"415",Recent but One-Time
15478,56,2,1441.42,4,1,5,"415",Recent but One-Time
15814,50,4,1945.33,4,1,5,"415",Recent but One-Time
15977,39,2,1054.73,4,1,5,"415",Recent but One-Time
15993,44,7,2797.57,4,1,5,"415",Recent but One-Time
16079,40,3,1352.0,4,1,5,"415",Recent but One-Time
16120,59,4,1309.14,4,1,5,"415",Recent but One-Time
16260,50,1,1035.45,4,1,5,"415",Recent but One-Time
16416,56,3,1051.4,4,1,5,"415",Recent but One-Time
16563,53,1,1077.74,4,1,5,"415",Recent but One-Time
16688,60,4,1260.86,4,1,5,"415",Recent but One-Time
16790,37,6,1545.62,4,1,5,"415",Recent but One-Time
17084,35,2,2949.75,4,1,5,"415",Recent but One-Time
17203,60,6,3563.85,4,1,5,"415",Recent but One-Time
17313,31,1,2328.84,4,1,5,"415",Recent but One-Time
17350,51,4,1286.07,4,1,5,"415",Recent but One-Time
17354,50,1,1393.06,4,1,5,"415",Recent but One-Time
17590,40,3,1479.22,4,1,5,"415",Recent but One-Time
18130,57,3,1059.39,4,1,5,"415",Recent but One-Time
12475,53,1,723.38,4,1,4,"414",Recent but One-Time
12631,57,1,640.5,4,1,4,"414",Recent but One-Time
12638,33,1,671.69,4,1,4,"414",Recent but One-Time
12667,58,1,620.13,4,1,4,"414",Recent but One-Time
12772,59,1,892.47,4,1,4,"414",Recent but One-Time
12863,52,1,521.2,4,1,4,"414",Recent but One-Time
13028,45,2,661.32,4,1,4,"414",Recent but One-Time
13040,33,2,676.99,4,1,4,"414",Recent but One-Time
13278,40,1,542.73,4,1,4,"414",Recent but One-Time
13318,37,3,640.76,4,1,4,"414",Recent but One-Time
13363,43,2,992.5,4,1,4,"414",Recent but One-Time
13464,58,1,674.68,4,1,4,"414",Recent but One-Time
13607,40,1,678.01,4,1,4,"414",Recent but One-Time
13721,36,1,524.14,4,1,4,"414",Recent but One-Time
13822,40,2,632.0,4,1,4,"414",Recent but One-Time
13914,36,2,626.45,4,1,4,"414",Recent but One-Time
14015,52,1,917.34,4,1,4,"414",Recent but One-Time
14140,31,2,935.05,4,1,4,"414",Recent but One-Time
14158,40,1,507.66,4,1,4,"414",Recent but One-Time
14179,52,2,719.78,4,1,4,"414",Recent but One-Time
14234,57,4,775.46,4,1,4,"414",Recent but One-Time
14474,46,1,547.66,4,1,4,"414",Recent but One-Time
14539,44,2,537.48,4,1,4,"414",Recent but One-Time
14550,44,2,765.62,4,1,4,"414",Recent but One-Time
14629,47,2,959.01,4,1,4,"414",Recent but One-Time
14664,33,2,637.89,4,1,4,"414",Recent but One-Time
14710,59,4,606.13,4,1,4,"414",Recent but One-Time
14882,33,2,589.7,4,1,4,"414",Recent but One-Time
14923,50,1,749.1,4,1,4,"414",Recent but One-Time
15006,51,1,502.09,4,1,4,"414",Recent but One-Time
15022,47,4,905.04,4,1,4,"414",Recent but One-Time
15043,31,1,537.0,4,1,4,"414",Recent but One-Time
15066,53,1,893.59,4,1,4,"414",Recent but One-Time
15156,33,3,961.49,4,1,4,"414",Recent but One-Time
15275,37,1,615.14,4,1,4,"414",Recent but One-Time
15330,60,2,714.96,4,1,4,"414",Recent but One-Time
15576,37,1,940.67,4,1,4,"414",Recent but One-Time
15677,49,1,657.23,4,1,4,"414",Recent but One-Time
15830,37,1,576.0,4,1,4,"414",Recent but One-Time
15948,43,2,955.24,4,1,4,"414",Recent but One-Time
16015,49,3,705.39,4,1,4,"414",Recent but One-Time
16056,45,1,664.85,4,1,4,"414",Recent but One-Time
16070,32,2,852.15,4,1,4,"414",Recent but One-Time
16127,39,1,656.25,4,1,4,"414",Recent but One-Time
16164,42,3,822.48,4,1,4,"414",Recent but One-Time
16284,50,2,823.97,4,1,4,"414",Recent but One-Time
16311,49,2,616.26,4,1,4,"414",Recent but One-Time
16345,44,1,575.41,4,1,4,"414",Recent but One-Time
16347,36,2,887.65,4,1,4,"414",Recent but One-Time
16491,46,1,731.5,4,1,4,"414",Recent but One-Time
16505,31,1,777.6,4,1,4,"414",Recent but One-Time
16513,43,4,874.59,4,1,4,"414",Recent but One-Time
16561,59,2,511.12,4,1,4,"414",Recent but One-Time
16602,36,1,528.08,4,1,4,"414",Recent but One-Time
16708,45,1,656.63,4,1,4,"414",Recent but One-Time
16732,31,1,603.75,4,1,4,"414",Recent but One-Time
16934,54,2,950.93,4,1,4,"414",Recent but One-Time
17119,59,2,606.91,4,1,4,"414",Recent but One-Time
17244,53,1,954.9,4,1,4,"414",Recent but One-Time
17387,33,2,784.11,4,1,4,"414",Recent but One-Time
17425,60,2,759.17,4,1,4,"414",Recent but One-Time
17459,60,2,657.3,4,1,4,"414",Recent but One-Time
17503,38,2,558.96,4,1,4,"414",Recent but One-Time
17520,53,1,546.81,4,1,4,"414",Recent but One-Time
17545,43,3,645.96,4,1,4,"414",Recent but One-Time
17623,32,1,527.05,4,1,4,"414",Recent but One-Time
17712,44,1,522.91,4,1,4,"414",Recent but One-Time
17761,32,1,712.78,4,1,4,"414",Recent but One-Time
17934,58,2,704.25,4,1,4,"414",Recent but One-Time
18022,35,1,668.11,4,1,4,"414",Recent but One-Time
18035,43,3,730.4,4,1,4,"414",Recent but One-Time
18104,37,1,754.64,4,1,4,"414",Recent but One-Time
18123,31,2,589.44,4,1,4,"414",Recent but One-Time
12403,49,1,427.7,4,1,3,"413",Recent but One-Time
12430,43,1,256.4,4,1,3,"413",Recent but One-Time
12448,44,1,449.45,4,1,3,"413",Recent but One-Time
12491,38,1,460.4,4,1,3,"413",Recent but One-Time
12498,57,3,403.7,4,1,3,"413",Recent but One-Time
12544,36,1,372.7,4,1,3,"413",Recent but One-Time
12552,39,2,437.82,4,1,3,"413",Recent but One-Time
12824,59,1,397.12,4,1,3,"413",Recent but One-Time
12827,44,3,430.15,4,1,3,"413",Recent but One-Time
13066,32,2,470.8,4,1,3,"413",Recent but One-Time
13176,46,1,492.84,4,1,3,"413",Recent but One-Time
13245,50,1,430.5,4,1,3,"413",Recent but One-Time
13352,60,1,397.98,4,1,3,"413",Recent but One-Time
13594,52,1,396.97,4,1,3,"413",Recent but One-Time
13673,32,2,396.92,4,1,3,"413",Recent but One-Time
13727,33,2,333.48,4,1,3,"413",Recent but One-Time
13897,50,1,311.16,4,1,3,"413",Recent but One-Time
13923,53,1,351.13,4,1,3,"413",Recent but One-Time
13974,49,1,413.59,4,1,3,"413",Recent but One-Time
14139,46,1,415.82,4,1,3,"413",Recent but One-Time
14416,42,2,490.22,4,1,3,"413",Recent but One-Time
14484,50,1,321.92,4,1,3,"413",Recent but One-Time
14528,37,1,364.22,4,1,3,"413",Recent but One-Time
14537,57,1,355.56,4,1,3,"413",Recent but One-Time
14638,50,1,443.6,4,1,3,"413",Recent but One-Time
14752,43,1,389.64,4,1,3,"413",Recent but One-Time
14764,46,1,278.3,4,1,3,"413",Recent but One-Time
14910,54,4,434.35,4,1,3,"413",Recent but One-Time
14967,49,1,463.8,4,1,3,"413",Recent but One-Time
14975,57,1,279.94,4,1,3,"413",Recent but One-Time
15000,47,1,490.52,4,1,3,"413",Recent but One-Time
15010,35,1,308.94,4,1,3,"413",Recent but One-Time
15025,33,1,377.01,4,1,3,"413",Recent but One-Time
15054,40,2,302.1,4,1,3,"413",Recent but One-Time
15142,46,1,498.74,4,1,3,"413",Recent but One-Time
15153,31,1,329.25,4,1,3,"413",Recent but One-Time
15158,45,1,401.4,4,1,3,"413",Recent but One-Time
15193,60,1,499.32,4,1,3,"413",Recent but One-Time
15277,46,1,255.9,4,1,3,"413",Recent but One-Time
15320,44,1,267.13,4,1,3,"413",Recent but One-Time
15345,45,1,393.54,4,1,3,"413",Recent but One-Time
15355,53,2,277.05,4,1,3,"413",Recent but One-Time
15360,39,1,427.93,4,1,3,"413",Recent but One-Time
15385,40,1,316.88,4,1,3,"413",Recent but One-Time
15468,51,2,467.51,4,1,3,"413",Recent but One-Time
15551,36,1,436.06,4,1,3,"413",Recent but One-Time
15553,60,1,437.23,4,1,3,"413",Recent but One-Time
15592,46,1,388.58,4,1,3,"413",Recent but One-Time
15597,35,1,324.57,4,1,3,"413",Recent but One-Time
15659,43,1,306.45,4,1,3,"413",Recent but One-Time
15664,50,1,386.43,4,1,3,"413",Recent but One-Time
15667,39,1,301.32,4,1,3,"413",Recent but One-Time
15678,52,1,352.7,4,1,3,"413",Recent but One-Time
15803,51,1,415.82,4,1,3,"413",Recent but One-Time
15870,32,1,354.09,4,1,3,"413",Recent but One-Time
15883,33,2,396.48,4,1,3,"413",Recent but One-Time
15957,31,1,428.89,4,1,3,"413",Recent but One-Time
15963,45,2,470.76,4,1,3,"413",Recent but One-Time
15994,54,1,427.07,4,1,3,"413",Recent but One-Time
16052,54,1,362.06,4,1,3,"413",Recent but One-Time
16071,44,1,326.24,4,1,3,"413",Recent but One-Time
16123,51,1,307.78,4,1,3,"413",Recent but One-Time
16177,50,1,331.95,4,1,3,"413",Recent but One-Time
16243,54,2,409.1,4,1,3,"413",Recent but One-Time
16313,49,2,274.15,4,1,3,"413",Recent but One-Time
16318,35,1,328.15,4,1,3,"413",Recent but One-Time
16322,36,2,326.75,4,1,3,"413",Recent but One-Time
16352,37,2,494.44,4,1,3,"413",Recent but One-Time
16372,33,2,367.93,4,1,3,"413",Recent but One-Time
16413,56,1,262.2,4,1,3,"413",Recent but One-Time
16430,57,1,300.85,4,1,3,"413",Recent but One-Time
16648,42,1,290.66,4,1,3,"413",Recent but One-Time
16737,53,1,417.6,4,1,3,"413",Recent but One-Time
16742,46,1,464.9,4,1,3,"413",Recent but One-Time
16776,60,1,388.28,4,1,3,"413",Recent but One-Time
16826,51,1,341.7,4,1,3,"413",Recent but One-Time
16830,38,1,325.91,4,1,3,"413",Recent but One-Time
16848,52,1,281.42,4,1,3,"413",Recent but One-Time
16851,51,3,342.45,4,1,3,"413",Recent but One-Time
16855,43,2,328.4,4,1,3,"413",Recent but One-Time
